match_date,venue,city,team_1,team_2,toss_winner,toss_decision,match_winner
2024-09-17,"County Ground, Northampton",Northampton,Leicestershire,Northamptonshire,Leicestershire,bat,Northamptonshire
2024-09-26,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Gloucestershire,Gloucestershire,field,Glamorgan
2024-09-26,"Grace Road, Leicester",Leicester,Leicestershire,Derbyshire,Derbyshire,field,
2024-09-26,"County Ground, Hove",Brighton,Middlesex,Sussex,Sussex,field,
2024-09-26,"Headingley, Leeds",Leeds,Northamptonshire,Yorkshire,Yorkshire,field,
2024-05-30,"County Ground, Bristol",Bristol,Essex,Gloucestershire,Gloucestershire,field,Gloucestershire
2024-05-30,"The Rose Bowl, Southampton",Southampton,Hampshire,Surrey,Surrey,field,Surrey
2024-05-30,"Old Trafford, Manchester",Manchester,Durham,Lancashire,Lancashire,field,Lancashire
2024-05-30,"County Ground, Northampton",Northampton,Derbyshire,Northamptonshire,Northamptonshire,field,Northamptonshire
2024-05-30,"Headingley, Leeds",Leeds,Worcestershire,Yorkshire,Worcestershire,bat,Yorkshire
2024-05-31,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Birmingham Bears,Birmingham Bears,field,Birmingham Bears
2024-05-31,"Sophia Gardens, Cardiff",Cardiff,Surrey,Glamorgan,Glamorgan,field,Surrey
2024-05-31,"County Ground, Chelmsford",Chelmsford,Kent,Middlesex,Middlesex,field,Kent
2024-05-31,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Northamptonshire,Northamptonshire,field,Northamptonshire
2024-05-31,"The Cooper Associates County Ground, Taunton",Taunton,Essex,Somerset,Somerset,field,Somerset
2024-05-31,"County Ground, Hove",Brighton,Gloucestershire,Sussex,Sussex,field,Sussex
2024-05-31,"County Ground, New Road, Worcester",Worcester,Lancashire,Worcestershire,Worcestershire,field,Worcestershire
2024-06-01,"Edgbaston, Birmingham",Birmingham,Birmingham Bears,Nottinghamshire,Birmingham Bears,bat,Birmingham Bears
2024-06-01,"Edgbaston, Birmingham",Birmingham,Leicestershire,Derbyshire,Leicestershire,bat,Derbyshire
2024-06-02,"County Ground, Chelmsford",Chelmsford,Middlesex,Essex,Essex,field,Essex
2024-06-02,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Sussex,Glamorgan,bat,Glamorgan
2024-06-02,"The Rose Bowl, Southampton",Southampton,Kent,Hampshire,Kent,bat,Hampshire
2024-06-02,"Old Trafford, Manchester",Manchester,Lancashire,Derbyshire,Derbyshire,field,Lancashire
2024-06-02,"County Ground, Northampton",Northampton,Yorkshire,Northamptonshire,Yorkshire,bat,Yorkshire
2024-06-02,"Kennington Oval, London",London,Surrey,Somerset,Somerset,field,Surrey
2024-06-06,"Lord's, London",London,Middlesex,Glamorgan,Middlesex,bat,Glamorgan
2024-06-06,"Trent Bridge, Nottingham",Nottingham,Worcestershire,Nottinghamshire,Worcestershire,bat,Worcestershire
2024-06-07,"County Ground, Derby",Derby,Derbyshire,Nottinghamshire,Nottinghamshire,field,Derbyshire
2024-06-07,"County Ground, Chelmsford",Chelmsford,Glamorgan,Essex,Essex,field,Essex
2024-06-07,"County Ground, Bristol",Bristol,Gloucestershire,Hampshire,Hampshire,field,Hampshire
2024-06-07,"St Lawrence Ground, Canterbury",Canterbury,Somerset,Kent,Kent,field,Kent
2024-06-07,"Old Trafford, Manchester",Manchester,Lancashire,Birmingham Bears,Birmingham Bears,field,Lancashire
2024-06-07,"Grace Road, Leicester",Leicester,Leicestershire,Durham,Durham,field,Durham
2024-06-07,"County Ground, Northampton",Northampton,Northamptonshire,Worcestershire,Northamptonshire,bat,Northamptonshire
2024-06-07,"Kennington Oval, London",London,Sussex,Surrey,Surrey,field,Sussex
2024-06-08,"Edgbaston, Birmingham",Birmingham,Durham,Birmingham Bears,Durham,bat,Durham
2024-06-09,"County Ground, Bristol",Bristol,Sussex,Gloucestershire,Gloucestershire,field,Sussex
2024-06-09,"St Lawrence Ground, Canterbury",Canterbury,Kent,Middlesex,Middlesex,field,Middlesex
2024-06-09,"Grace Road, Leicester",Leicester,Leicestershire,Worcestershire,Worcestershire,field,Leicestershire
2024-06-09,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Lancashire,Nottinghamshire,bat,Lancashire
2024-06-09,"The Cooper Associates County Ground, Taunton",Taunton,Somerset,Hampshire,Hampshire,field,Somerset
2024-06-09,"Headingley, Leeds",Leeds,Derbyshire,Yorkshire,Yorkshire,field,Yorkshire
2024-06-11,"Lord's, London",London,Middlesex,Somerset,Somerset,field,Somerset
2024-06-12,"Riverside Ground, Chester-le-Street",Chester-le-Street,Leicestershire,Durham,Durham,field,Leicestershire
2024-06-13,"Lord's, London",London,Essex,Middlesex,Middlesex,field,Essex
2024-06-14,"County Ground, Derby",Derby,Northamptonshire,Derbyshire,Derbyshire,field,Derbyshire
2024-06-14,"County Ground, Chelmsford",Chelmsford,Essex,Sussex,Sussex,field,Sussex
2024-06-14,"The Rose Bowl, Southampton",Southampton,Middlesex,Hampshire,Hampshire,field,
2024-06-14,"Grace Road, Leicester",Leicester,Lancashire,Leicestershire,Leicestershire,field,Lancashire
2024-06-14,"The Cooper Associates County Ground, Taunton",Taunton,Somerset,Kent,Kent,field,Somerset
2024-06-14,"Kennington Oval, London",London,Gloucestershire,Surrey,Surrey,field,
2024-06-14,"Edgbaston, Birmingham",Birmingham,Yorkshire,Birmingham Bears,Birmingham Bears,field,Birmingham Bears
2024-06-14,"County Ground, New Road, Worcester",Worcester,Worcestershire,Nottinghamshire,Nottinghamshire,field,Nottinghamshire
2024-06-15,"Trent Bridge, Nottingham",Nottingham,Durham,Nottinghamshire,Nottinghamshire,field,
2024-06-15,"County Ground, Hove",Brighton,Surrey,Sussex,Sussex,field,Surrey
2024-06-16,"County Ground, Derby",Derby,Derbyshire,Birmingham Bears,Derbyshire,bat,Birmingham Bears
2024-06-16,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Lancashire,Durham,bat,Durham
2024-06-16,"St Lawrence Ground, Canterbury",Canterbury,Kent,Gloucestershire,Gloucestershire,field,Gloucestershire
2024-06-16,"The Cooper Associates County Ground, Taunton",Taunton,Somerset,Glamorgan,Glamorgan,field,Somerset
2024-06-16,"County Ground, New Road, Worcester",Worcester,Northamptonshire,Worcestershire,Northamptonshire,bat,Northamptonshire
2024-06-16,"Headingley, Leeds",Leeds,Leicestershire,Yorkshire,Leicestershire,bat,Leicestershire
2024-06-20,"County Ground, Chelmsford",Chelmsford,Hampshire,Essex,Essex,field,Essex
2024-06-20,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Gloucestershire,Glamorgan,bat,Gloucestershire
2024-06-20,"Lord's, London",London,Surrey,Middlesex,Middlesex,field,Surrey
2024-06-20,"County Ground, Hove",Brighton,Sussex,Kent,Kent,field,Sussex
2024-06-20,"Edgbaston, Birmingham",Birmingham,Birmingham Bears,Northamptonshire,Birmingham Bears,bat,Birmingham Bears
2024-06-20,"Headingley, Leeds",Leeds,Yorkshire,Lancashire,Yorkshire,bat,Yorkshire
2024-06-21,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Yorkshire,Durham,bat,Durham
2024-06-21,"County Ground, Bristol",Bristol,Somerset,Gloucestershire,Gloucestershire,field,Gloucestershire
2024-06-21,"The Rose Bowl, Southampton",Southampton,Sussex,Hampshire,Hampshire,field,Sussex
2024-06-21,"St Lawrence Ground, Canterbury",Canterbury,Kent,Essex,Essex,field,Essex
2024-06-21,"County Ground, Northampton",Northampton,Northamptonshire,Leicestershire,Northamptonshire,bat,
2024-06-21,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Derbyshire,Nottinghamshire,bat,Nottinghamshire
2024-06-21,"Kennington Oval, London",London,Glamorgan,Surrey,Glamorgan,bat,Surrey
2024-06-21,"County Ground, New Road, Worcester",Worcester,Worcestershire,Birmingham Bears,Birmingham Bears,field,Birmingham Bears
2024-07-05,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Worcestershire,Durham,bat,Durham
2024-07-05,"College Ground, Cheltenham",Cheltenham,Kent,Gloucestershire,Gloucestershire,field,Kent
2024-07-05,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Leicestershire,Leicestershire,field,
2024-07-05,"County Ground, Hove",Brighton,Glamorgan,Sussex,Sussex,field,Glamorgan
2024-07-05,"Headingley, Leeds",Leeds,Birmingham Bears,Yorkshire,Birmingham Bears,bat,Birmingham Bears
2024-07-06,"Grace Road, Leicester",Leicester,Leicestershire,Derbyshire,Derbyshire,field,Derbyshire
2024-07-07,"Queen's Park, Chesterfield",Chesterfield,Yorkshire,Derbyshire,Derbyshire,field,Derbyshire
2024-07-07,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Essex,Essex,field,Glamorgan
2024-07-07,"Old Trafford, Manchester",Manchester,Worcestershire,Lancashire,Lancashire,field,Lancashire
2024-07-07,"County Ground, Northampton",Northampton,Durham,Northamptonshire,Northamptonshire,field,Northamptonshire
2024-07-07,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Birmingham Bears,Birmingham Bears,field,Birmingham Bears
2024-07-07,"The Cooper Associates County Ground, Taunton",Taunton,Somerset,Gloucestershire,Gloucestershire,field,Gloucestershire
2024-07-07,"Kennington Oval, London",London,Surrey,Kent,Kent,field,Surrey
2024-07-10,"County Ground, Hove",Brighton,Sussex,Hampshire,Hampshire,field,Sussex
2024-07-11,"County Ground, Chelmsford",Chelmsford,Essex,Kent,Kent,field,Essex
2024-07-11,"College Ground, Cheltenham",Cheltenham,Middlesex,Gloucestershire,Gloucestershire,field,Middlesex
2024-07-11,"County Ground, New Road, Worcester",Worcester,Worcestershire,Leicestershire,Leicestershire,field,Worcestershire
2024-07-11,"Headingley, Leeds",Leeds,Durham,Yorkshire,Durham,bat,Yorkshire
2024-07-12,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Nottinghamshire,Nottinghamshire,field,Durham
2024-07-12,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Middlesex,Middlesex,field,Middlesex
2024-07-12,"The Rose Bowl, Southampton",Southampton,Gloucestershire,Hampshire,Gloucestershire,bat,Hampshire
2024-07-12,"St Lawrence Ground, Canterbury",Canterbury,Sussex,Kent,Kent,field,Sussex
2024-07-12,"Grace Road, Leicester",Leicester,Northamptonshire,Leicestershire,Leicestershire,field,Leicestershire
2024-07-12,"The Cooper Associates County Ground, Taunton",Taunton,Surrey,Somerset,Surrey,bat,Somerset
2024-07-12,"Edgbaston, Birmingham",Birmingham,Worcestershire,Birmingham Bears,Worcestershire,bat,Worcestershire
2024-07-13,"County Ground, Hove",Brighton,Sussex,Essex,Essex,field,Essex
2024-07-14,"Riverside Ground, Chester-le-Street",Chester-le-Street,Durham,Northamptonshire,Northamptonshire,field,Northamptonshire
2024-07-14,"County Ground, Chelmsford",Chelmsford,Surrey,Essex,Essex,field,Surrey
2024-07-14,"College Ground, Cheltenham",Cheltenham,Gloucestershire,Glamorgan,Glamorgan,field,Gloucestershire
2024-07-14,"The Rose Bowl, Southampton",Southampton,Hampshire,Somerset,Hampshire,bat,Somerset
2024-07-14,"Grace Road, Leicester",Leicester,Nottinghamshire,Leicestershire,Nottinghamshire,bat,Leicestershire
2024-07-14,"Edgbaston, Birmingham",Birmingham,Birmingham Bears,Derbyshire,Derbyshire,field,Birmingham Bears
2024-07-14,"County Ground, New Road, Worcester",Worcester,Worcestershire,Yorkshire,Yorkshire,field,Yorkshire
2024-07-16,"St Lawrence Ground, Canterbury",Canterbury,Glamorgan,Kent,Kent,field,Glamorgan
2024-07-17,"Old Trafford, Manchester",Manchester,Nottinghamshire,Lancashire,Lancashire,field,Lancashire
2024-07-18,"County Ground, Chelmsford",Chelmsford,Gloucestershire,Middlesex,Gloucestershire,bat,Gloucestershire
2024-07-18,"County Ground, Northampton",Northampton,Northamptonshire,Birmingham Bears,Birmingham Bears,field,Northamptonshire
2024-07-18,"The Cooper Associates County Ground, Taunton",Taunton,Sussex,Somerset,Somerset,field,Somerset
2024-07-18,"Kennington Oval, London",London,Hampshire,Surrey,Surrey,field,Surrey
2024-07-18,"County Ground, New Road, Worcester",Worcester,Worcestershire,Derbyshire,Derbyshire,field,Derbyshire
2024-07-19,"County Ground, Derby",Derby,Derbyshire,Durham,Durham,field,Durham
2024-07-19,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Somerset,Glamorgan,bat,Glamorgan
2024-07-19,"The Rose Bowl, Southampton",Southampton,Hampshire,Essex,Essex,field,Hampshire
2024-07-19,"St Lawrence Ground, Canterbury",Canterbury,Kent,Surrey,Surrey,field,Kent
2024-07-19,"Old Trafford, Manchester",Manchester,Lancashire,Northamptonshire,Northamptonshire,field,Northamptonshire
2024-07-19,"County Ground, Hove",Brighton,Middlesex,Sussex,Middlesex,bat,Sussex
2024-07-19,"Edgbaston, Birmingham",Birmingham,Birmingham Bears,Leicestershire,Birmingham Bears,bat,Birmingham Bears
2024-07-19,"Headingley, Leeds",Leeds,Nottinghamshire,Yorkshire,Yorkshire,field,Nottinghamshire
2024-09-03,"Kennington Oval, London",London,Durham,Surrey,Surrey,field,Surrey
2024-09-04,"County Ground, Hove",Brighton,Lancashire,Sussex,Sussex,field,Sussex
2024-09-05,"County Ground, Northampton",Northampton,Somerset,Northamptonshire,Northamptonshire,field,Somerset
2024-09-06,"Edgbaston, Birmingham",Birmingham,Gloucestershire,Birmingham Bears,Birmingham Bears,field,Gloucestershire
2024-09-14,"Edgbaston, Birmingham",Birmingham,Surrey,Somerset,Somerset,field,Somerset
2024-09-14,"Edgbaston, Birmingham",Birmingham,Sussex,Gloucestershire,Sussex,bat,Gloucestershire
2024-09-14,"Edgbaston, Birmingham",Birmingham,Somerset,Gloucestershire,Gloucestershire,field,Gloucestershire
2024-01-19,"Shere Bangla National Stadium, Mirpur",Dhaka,Comilla Victorians,Durdanto Dhaka,Durdanto Dhaka,field,Durdanto Dhaka
2024-01-19,"Shere Bangla National Stadium, Mirpur",Dhaka,Sylhet Strikers,Chattogram Challengers,Chattogram Challengers,field,Chattogram Challengers
2024-01-20,"Shere Bangla National Stadium, Mirpur",Dhaka,Rangpur Riders,Fortune Barishal,Fortune Barishal,field,Fortune Barishal
2024-01-20,"Shere Bangla National Stadium, Mirpur",Dhaka,Chattogram Challengers,Khulna Tigers,Khulna Tigers,field,Khulna Tigers
2024-01-22,"Shere Bangla National Stadium, Mirpur",Dhaka,Durdanto Dhaka,Chattogram Challengers,Chattogram Challengers,field,Chattogram Challengers
2024-01-22,"Shere Bangla National Stadium, Mirpur",Dhaka,Fortune Barishal,Khulna Tigers,Khulna Tigers,field,Khulna Tigers
2024-01-23,"Shere Bangla National Stadium, Mirpur",Dhaka,Fortune Barishal,Comilla Victorians,Comilla Victorians,field,Comilla Victorians
2024-01-26,Sylhet International Cricket Stadium,Sylhet,Khulna Tigers,Rangpur Riders,Rangpur Riders,field,Khulna Tigers
2024-01-26,Sylhet International Cricket Stadium,Sylhet,Comilla Victorians,Sylhet Strikers,Sylhet Strikers,field,Comilla Victorians
2024-01-27,Sylhet International Cricket Stadium,Sylhet,Chattogram Challengers,Fortune Barishal,Fortune Barishal,field,Chattogram Challengers
2024-01-27,Sylhet International Cricket Stadium,Sylhet,Rangpur Riders,Durdanto Dhaka,Durdanto Dhaka,field,Rangpur Riders
2024-01-29,Sylhet International Cricket Stadium,Sylhet,Sylhet Strikers,Chattogram Challengers,Sylhet Strikers,bat,Chattogram Challengers
2024-01-29,Sylhet International Cricket Stadium,Sylhet,Durdanto Dhaka,Khulna Tigers,Durdanto Dhaka,bat,Khulna Tigers
2024-01-30,Sylhet International Cricket Stadium,Sylhet,Rangpur Riders,Comilla Victorians,Rangpur Riders,bat,Rangpur Riders
2024-01-30,Sylhet International Cricket Stadium,Sylhet,Fortune Barishal,Sylhet Strikers,Sylhet Strikers,field,Fortune Barishal
2024-02-02,Sylhet International Cricket Stadium,Sylhet,Sylhet Strikers,Durdanto Dhaka,Durdanto Dhaka,field,Sylhet Strikers
2024-02-02,Sylhet International Cricket Stadium,Sylhet,Chattogram Challengers,Comilla Victorians,Comilla Victorians,field,Comilla Victorians
2024-02-03,Sylhet International Cricket Stadium,Sylhet,Khulna Tigers,Fortune Barishal,Fortune Barishal,field,Fortune Barishal
2024-02-03,Sylhet International Cricket Stadium,Sylhet,Rangpur Riders,Sylhet Strikers,Sylhet Strikers,field,Rangpur Riders
2024-02-06,"Shere Bangla National Stadium, Mirpur",Dhaka,Rangpur Riders,Durdanto Dhaka,Durdanto Dhaka,field,Rangpur Riders
2024-02-06,"Shere Bangla National Stadium, Mirpur",Dhaka,Chattogram Challengers,Fortune Barishal,Fortune Barishal,field,Chattogram Challengers
2024-02-07,"Shere Bangla National Stadium, Mirpur",Dhaka,Comilla Victorians,Khulna Tigers,Comilla Victorians,bat,Comilla Victorians
2024-02-07,"Shere Bangla National Stadium, Mirpur",Dhaka,Durdanto Dhaka,Sylhet Strikers,Sylhet Strikers,field,Sylhet Strikers
2024-02-09,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Tigers,Sylhet Strikers,Khulna Tigers,bat,Sylhet Strikers
2024-02-09,"Shere Bangla National Stadium, Mirpur",Dhaka,Durdanto Dhaka,Comilla Victorians,Durdanto Dhaka,bat,Comilla Victorians
2024-02-10,"Shere Bangla National Stadium, Mirpur",Dhaka,Rangpur Riders,Chattogram Challengers,Rangpur Riders,bat,Rangpur Riders
2024-02-10,"Shere Bangla National Stadium, Mirpur",Dhaka,Fortune Barishal,Durdanto Dhaka,Fortune Barishal,bat,Fortune Barishal
2024-02-13,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Comilla Victorians,Chattogram Challengers,Chattogram Challengers,field,Comilla Victorians
2024-02-13,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Rangpur Riders,Khulna Tigers,Rangpur Riders,bat,Rangpur Riders
2024-02-14,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Fortune Barishal,Durdanto Dhaka,Fortune Barishal,bat,Fortune Barishal
2024-02-14,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Khulna Tigers,Comilla Victorians,Khulna Tigers,bat,Comilla Victorians
2024-02-16,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Durdanto Dhaka,Khulna Tigers,Durdanto Dhaka,bat,Khulna Tigers
2024-02-16,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Rangpur Riders,Chattogram Challengers,Rangpur Riders,bat,Rangpur Riders
2024-02-17,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Fortune Barishal,Sylhet Strikers,Fortune Barishal,bat,Fortune Barishal
2024-02-17,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Chattogram Challengers,Durdanto Dhaka,Chattogram Challengers,bat,Chattogram Challengers
2024-02-19,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Sylhet Strikers,Comilla Victorians,Sylhet Strikers,bat,Sylhet Strikers
2024-02-19,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Fortune Barishal,Rangpur Riders,Fortune Barishal,bat,Rangpur Riders
2024-02-20,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Chattogram Challengers,Khulna Tigers,Chattogram Challengers,bat,Chattogram Challengers
2024-02-20,"Zahur Ahmed Chowdhury Stadium, Chattogram",Chattogram,Rangpur Riders,Comilla Victorians,Comilla Victorians,field,Comilla Victorians
2024-02-23,"Shere Bangla National Stadium, Mirpur",Dhaka,Comilla Victorians,Fortune Barishal,Fortune Barishal,field,Fortune Barishal
2024-02-23,"Shere Bangla National Stadium, Mirpur",Dhaka,Khulna Tigers,Sylhet Strikers,Sylhet Strikers,field,Sylhet Strikers
2024-02-26,"Shere Bangla National Stadium, Mirpur",Dhaka,Chattogram Challengers,Fortune Barishal,Fortune Barishal,field,Fortune Barishal
2024-02-26,"Shere Bangla National Stadium, Mirpur",Dhaka,Rangpur Riders,Comilla Victorians,Comilla Victorians,field,Comilla Victorians
2024-02-28,"Shere Bangla National Stadium, Mirpur",Dhaka,Rangpur Riders,Fortune Barishal,Fortune Barishal,field,Fortune Barishal
2024-03-01,"Shere Bangla National Stadium, Mirpur",Dhaka,Comilla Victorians,Fortune Barishal,Fortune Barishal,field,Fortune Barishal
2023-12-22,Udayana Cricket Ground,Bali,Philippines,Indonesia,Indonesia,field,Philippines
2023-12-23,Udayana Cricket Ground,Bali,Philippines,Indonesia,Indonesia,field,Indonesia
2023-12-23,Udayana Cricket Ground,Bali,Indonesia,Philippines,Philippines,field,Indonesia
2023-12-24,Udayana Cricket Ground,Bali,Indonesia,Philippines,Philippines,field,Philippines
2023-12-24,Udayana Cricket Ground,Bali,Philippines,Indonesia,Indonesia,field,
2023-12-26,Udayana Cricket Ground,Bali,Indonesia,Philippines,Philippines,field,Philippines
2024-01-06,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,Zimbabwe,Sri Lanka,bat,
2024-01-08,"R Premadasa Stadium, Colombo",Colombo,Zimbabwe,Sri Lanka,Zimbabwe,bat,Sri Lanka
2024-01-11,"R Premadasa Stadium, Colombo",Colombo,Zimbabwe,Sri Lanka,Zimbabwe,bat,Sri Lanka
2024-01-14,"R Premadasa Stadium, Colombo",Colombo,Zimbabwe,Sri Lanka,Sri Lanka,field,Sri Lanka
2024-01-16,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,Zimbabwe,Zimbabwe,field,Zimbabwe
2024-01-18,"R Premadasa Stadium, Colombo",Colombo,Zimbabwe,Sri Lanka,Sri Lanka,field,Sri Lanka
2024-07-24,"County Ground, Northampton",Northampton,Northamptonshire,Derbyshire,Derbyshire,field,Derbyshire
2024-07-24,"The Cricket Field, Sedbergh School",Sedbergh,Durham,Lancashire,Durham,bat,Durham
2024-07-24,"County Ground, Chelmsford",Chelmsford,Essex,Warwickshire,Warwickshire,field,Warwickshire
2024-07-24,"County Ground, New Road, Worcester",Worcester,Worcestershire,Middlesex,Middlesex,field,Worcestershire
2024-07-24,"Grace Road, Leicester",Leicester,Leicestershire,Nottinghamshire,Nottinghamshire,field,Leicestershire
2024-07-25,"Sophia Gardens, Cardiff",Cardiff,Glamorgan,Gloucestershire,Gloucestershire,field,Glamorgan
2024-07-25,"Kennington Oval, London",London,Yorkshire,Surrey,Surrey,field,Yorkshire
2024-07-26,"The Rose Bowl, Southampton",Southampton,Hampshire,Northamptonshire,Northamptonshire,field,Hampshire
2024-07-26,"The Cooper Associates County Ground, Taunton",Taunton,Kent,Somerset,Kent,bat,Somerset
2024-07-26,"Grace Road, Leicester",Leicester,Leicestershire,Warwickshire,Warwickshire,field,Warwickshire
2024-07-26,"The John Fretwell Sporting Complex, Sookholme",Sookholme,Sussex,Nottinghamshire,Sussex,bat,Nottinghamshire
2024-07-27,"County Ground, Derby",Derby,Middlesex,Derbyshire,Derbyshire,field,Derbyshire
2024-07-28,"The Rose Bowl, Southampton",Southampton,Somerset,Hampshire,Somerset,bat,Hampshire
2024-07-28,"Stanley Park, Blackpool",Blackpool,Kent,Lancashire,Lancashire,field,Kent
2024-07-28,"County Ground, New Road, Worcester",Worcester,Worcestershire,Durham,Worcestershire,bat,Worcestershire
2024-07-28,"County Ground, Bristol",Bristol,Essex,Gloucestershire,Gloucestershire,field,Essex
2024-07-28,"The John Fretwell Sporting Complex, Sookholme",Sookholme,Nottinghamshire,Yorkshire,Yorkshire,field,Nottinghamshire
2024-07-28,"Kennington Oval, London",London,Surrey,Glamorgan,Glamorgan,field,Glamorgan
2024-07-28,"County Ground, Hove",Brighton,Sussex,Warwickshire,Warwickshire,field,Warwickshire
2024-07-29,"Radlett Cricket Club, Radlett",Radlett,Northamptonshire,Middlesex,Northamptonshire,bat,Middlesex
2024-07-30,"Kennington Oval, London",London,Gloucestershire,Surrey,Surrey,field,Gloucestershire
2024-07-31,"County Ground, Derby",Derby,Lancashire,Derbyshire,Derbyshire,field,Derbyshire
2024-07-31,"Riverside Ground, Chester-le-Street",Chester-le-Street,Somerset,Durham,Somerset,bat,Somerset
2024-07-31,"Kent County Cricket Ground, Beckenham",Beckenham,Hampshire,Kent,Hampshire,bat,Kent
2024-07-31,"County Ground, Chelmsford",Chelmsford,Essex,Leicestershire,Leicestershire,field,Leicestershire
2024-07-31,"The Gnoll, Neath",Neath,Nottinghamshire,Glamorgan,Glamorgan,field,Glamorgan
2024-07-31,York Cricket Club,York,Yorkshire,Sussex,Sussex,field,Yorkshire
2024-08-02,"County Ground, Derby",Derby,Derbyshire,Worcestershire,Worcestershire,field,Worcestershire
2024-08-02,"Riverside Ground, Chester-le-Street",Chester-le-Street,Northamptonshire,Durham,Northamptonshire,bat,Durham
2024-08-02,"The Cooper Associates County Ground, Taunton",Taunton,Lancashire,Somerset,Somerset,field,Somerset
2024-08-02,"The Gnoll, Neath",Neath,Sussex,Glamorgan,Glamorgan,field,Glamorgan
2024-08-02,Rugby School Ground,Rugby,Warwickshire,Surrey,Surrey,field,Warwickshire
2024-08-02,York Cricket Club,York,Gloucestershire,Yorkshire,Gloucestershire,bat,Gloucestershire
2024-08-04,"The Rose Bowl, Southampton",Southampton,Hampshire,Lancashire,Lancashire,field,Hampshire
2024-08-04,"Kent County Cricket Ground, Beckenham",Beckenham,Kent,Middlesex,Kent,bat,Middlesex
2024-08-04,"County Ground, Northampton",Northampton,Northamptonshire,Worcestershire,Worcestershire,field,Northamptonshire
2024-08-04,"The Cooper Associates County Ground, Taunton",Taunton,Somerset,Derbyshire,Derbyshire,field,Derbyshire
2024-08-04,"County Ground, Chelmsford",Chelmsford,Glamorgan,Essex,Essex,field,Glamorgan
2024-08-04,"County Ground, Bristol",Bristol,Gloucestershire,Warwickshire,Gloucestershire,bat,Warwickshire
2024-08-04,"Woodbridge Road, Guildford",Guildford,Nottinghamshire,Surrey,Surrey,field,Nottinghamshire
2024-08-04,"County Ground, Hove",Brighton,Leicestershire,Sussex,Sussex,field,Leicestershire
2024-08-06,Kibworth Cricket Club New Ground,Kibworth,Surrey,Leicestershire,Leicestershire,field,Surrey
2024-08-06,"North Marine Road Ground, Scarborough",Scarborough,Essex,Yorkshire,Yorkshire,field,Yorkshire
2024-08-07,"The Rose Bowl, Southampton",Southampton,Hampshire,Derbyshire,Derbyshire,field,Hampshire
2024-08-07,"County Ground, Northampton",Northampton,Northamptonshire,Somerset,Northamptonshire,bat,Somerset
2024-08-07,"County Ground, New Road, Worcester",Worcester,Kent,Worcestershire,Worcestershire,field,Worcestershire
2024-08-07,"County Ground, Bristol",Bristol,Sussex,Gloucestershire,Gloucestershire,field,Gloucestershire
2024-08-08,"Old Trafford, Manchester",Manchester,Lancashire,Middlesex,Lancashire,bat,Middlesex
2024-08-08,"Edgbaston, Birmingham",Birmingham,Glamorgan,Warwickshire,Glamorgan,bat,
2024-08-08,"North Marine Road Ground, Scarborough",Scarborough,Yorkshire,Leicestershire,Leicestershire,field,Leicestershire
2024-08-09,"County Ground, Derby",Derby,Derbyshire,Kent,Kent,field,Kent
2024-08-09,"Roseworth Terrace, Gosforth",Gosforth,Durham,Hampshire,Hampshire,field,Durham
2024-08-09,"The Cooper Associates County Ground, Taunton",Taunton,Worcestershire,Somerset,Somerset,field,Somerset
2024-08-09,"County Ground, Chelmsford",Chelmsford,Surrey,Essex,Surrey,bat,Surrey
2024-08-09,"Trent Bridge, Nottingham",Nottingham,Nottinghamshire,Gloucestershire,Gloucestershire,field,Gloucestershire
2024-08-11,"St Lawrence Ground, Canterbury",Canterbury,Durham,Kent,Durham,bat,Durham
2024-08-11,"Lord's, London",London,Middlesex,Somerset,Somerset,field,Somerset
